"","ID","GB_ACC","Representative.Public.ID","Gene.Title","Gene.Symbol","ENTREZ_GENE_ID","GSM9093","GSM9094","GSM9095","GSM9096","GSM9097"
"2707","203179_at","NM_000155","NM_000155","galactose-1-phosphate uridylyltransferase","GALT","2592","77.1","71.5","94.8","99.7","84.4"
"2708","203180_at","NM_000693","NM_000693","aldehyde dehydrogenase 1 family, member A3","ALDH1A3","220","126.8","78.6","89.3","344.7","203.3"
"2709","203181_x_at","AW149364","AW149364","SRSF protein kinase 2","SRPK2","6733","77.4","85.1","123.4","82.6","67.7"
"2710","203182_s_at","NM_003138","NM_003138","SRSF protein kinase 2","SRPK2","6733","51.1","169.2","178.8","147.5","91.8"
"2711","203183_s_at","NM_003076","NM_003076","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","SMARCD1","6602","61.6","125.8","115.7","83.8","92.7"
"2712","203184_at","NM_001999","NM_001999","fibrillin 2","FBN2","2201","188.2","91.2","68.8","188.2","228.3"
"2713","203185_at","NM_014737","NM_014737","Ras association (RalGDS/AF-6) domain family member 2","RASSF2","9770","725.4","422.6","329.9","604.6","650.9"
"2714","203186_s_at","NM_002961","NM_002961","S100 calcium binding protein A4","S100A4","6275","289.1","326.7","269.5","271.5","436.8"
"2715","203187_at","NM_001380","NM_001380","dedicator of cytokinesis 1","DOCK1","1793","336.3","248.3","218.4","196.8","152.3"
"2716","203188_at","NM_006876","NM_006876","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1","B3GNT1","11041","97.6","148.1","206.5","221.5","198.1"
"2717","203189_s_at","NM_002496","NM_002496","microRNA 4691 /// microRNA 7113 /// NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)","MIR4691 /// MIR7113 /// NDUFS8","4728 /// 100616403 /// 102465669","216","63.7","56.1","77","145.9"
"2718","203190_at","NM_002496","NM_002496","microRNA 4691 /// microRNA 7113 /// NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)","MIR4691 /// MIR7113 /// NDUFS8","4728 /// 100616403 /// 102465669","357.7","237","200.1","220.7","323"
"2719","203191_at","AF308472","AF308472","ATP-binding cassette, sub-family B (MDR/TAP), member 6","ABCB6","10058","1.7","3.2","1.8","2","2.1"
"2720","203192_at","NM_005689","NM_005689","ATP-binding cassette, sub-family B (MDR/TAP), member 6","ABCB6","10058","75.7","122.4","168.4","110.5","131.7"
"2721","203193_at","NM_004451","NM_004451","estrogen-related receptor alpha","ESRRA","2101","9.5","53.1","16.3","20.3","62.1"
"2722","203194_s_at","AA527238","AA527238","nucleoporin 98kDa","NUP98","4928","84.4","99.5","57.7","69.2","55.6"
"2723","203195_s_at","NM_005387","NM_005387","nucleoporin 98kDa","NUP98","4928","116.2","108.1","72.6","99.4","87.4"
"2724","203196_at","AI948503","AI948503","ATP-binding cassette, sub-family C (CFTR/MRP), member 4","ABCC4","10257","32.8","36.7","43.6","44.4","45.4"
"2725","203197_s_at","AW157077","AW157077","chromosome 1 open reading frame 123","C1orf123","54987","490.6","361.7","409.7","471","445.8"
"2726","203198_at","NM_001261","NM_001261","cyclin-dependent kinase 9","CDK9","1025","94.7","47.6","55.6","67.4","48.7"
"2727","203199_s_at","N29717","N29717","5-methyltetrahydrofolate-homocysteine methyltransferase reductase","MTRR","4552","34.9","52.2","87.2","83.6","45.9"
"2728","203200_s_at","NM_024010","NM_024010","5-methyltetrahydrofolate-homocysteine methyltransferase reductase","MTRR","4552","185.5","132.1","175.3","96.6","85.2"
"2729","203201_at","NM_000303","NM_000303","phosphomannomutase 2","PMM2","5373","63.1","75.2","49","69.4","97.5"
"2730","203202_at","AI950314","AI950314","KRR1, small subunit (SSU) processome component, homolog (yeast)","KRR1","11103","80.6","105","84.6","63.1","60.5"
"2731","203203_s_at","NM_007043","NM_007043","KRR1, small subunit (SSU) processome component, homolog (yeast)","KRR1","11103","15","60.4","81.3","44.7","45.3"
"2732","203204_s_at","BC002558","BC002558","lysine (K)-specific demethylase 4A","KDM4A","9682","59.6","47.5","59.3","70.8","71.6"
"2733","203205_at","NM_014663","NM_014663","lysine (K)-specific demethylase 4A","KDM4A","9682","118.4","171.4","99.3","186.3","204.3"
"2734","203206_at","NM_014661","NM_014661","family with sequence similarity 53, member B","FAM53B","9679","274","255.2","228","337.4","372.6"
"2735","203207_s_at","BF214329","BF214329","mitochondrial fission regulator 1","MTFR1","9650","123.1","58.2","107.8","82.5","58.6"
"2736","203208_s_at","NM_014637","NM_014637","mitochondrial fission regulator 1","MTFR1","9650","50.9","105.7","145.2","83.4","93.6"
"2737","203209_at","BC001866","BC001866","replication factor C (activator 1) 5, 36.5kDa","RFC5","5985","44.4","74.2","83","64.2","65.3"
"2738","203210_s_at","NM_007370","NM_007370","replication factor C (activator 1) 5, 36.5kDa","RFC5","5985","31.2","37.1","54.6","28.4","11.3"
"2739","203211_s_at","AK027038","AK027038","myotubularin related protein 2","MTMR2","8898","137.9","83.9","144.4","133.6","140"
"2740","203212_s_at","NM_016156","NM_016156","myotubularin related protein 2","MTMR2","8898","51","30.6","92.4","49","64.2"
"2741","203213_at","AL524035","AL524035","cyclin-dependent kinase 1","CDK1","983","34.4","2.7","1.7","15.3","28.4"
"2742","203214_x_at","NM_001786","NM_001786","cyclin-dependent kinase 1","CDK1","983","34","43.5","46.9","60.8","50.6"
"2743","203215_s_at","AA877789","AA877789","myosin VI","MYO6","4646","5.4","3.1","3.5","4.7","4.9"
"2744","203216_s_at","NM_004999","NM_004999","myosin VI","MYO6","4646","43.8","37.2","58.9","39.1","42.6"
"2745","203217_s_at","NM_003896","NM_003896","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","ST3GAL5","8869","118","108.4","169.2","90.6","94.5"
"2746","203218_at","W37431","W37431","mitogen-activated protein kinase 9","MAPK9","5601","38.3","85.8","56","13.9","49.3"
"2747","203219_s_at","NM_000485","NM_000485","adenine phosphoribosyltransferase","APRT","353","154.9","97.5","126.7","122.6","88"
"2748","203220_s_at","AI951720","AI951720","transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)","TLE1","7088","91.5","65.2","81","95.4","13.4"
"2749","203221_at","AI758763","AI758763","transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)","TLE1","7088","445.2","451.8","453.1","541.5","570.9"
"2750","203222_s_at","NM_005077","NM_005077","transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)","TLE1","7088","163.5","142.5","118","102.5","126.1"
"2751","203223_at","NM_004703","NM_004703","rabaptin, RAB GTPase binding effector protein 1","RABEP1","9135","11.7","11","10.9","22.1","4"
"2752","203224_at","BF340123","BF340123","riboflavin kinase","RFK","55312","64.8","68.8","129.8","89.5","74.7"
"2753","203225_s_at","NM_018339","NM_018339","riboflavin kinase","RFK","55312","97.1","66.9","54.6","27.4","49.4"
"2754","203226_s_at","AL514076","AL514076","tetraspanin 31","TSPAN31","6302","191.6","200.9","177.3","159.7","143.2"
"2755","203227_s_at","NM_005981","NM_005981","tetraspanin 31","TSPAN31","6302","247.6","247.2","278.1","264.7","225.9"
"2756","203228_at","NM_002573","NM_002573","platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa)","PAFAH1B3","5050","91.5","34.5","14.2","5.6","71.5"
"2757","203229_s_at","NM_003993","NM_003993","CDC-like kinase 2","CLK2","1196","270.5","271","303.8","234.7","227.7"
"2758","203230_at","AF006011","AF006011","dishevelled segment polarity protein 1","DVL1","1855","125.3","75.4","90.3","93.9","86.1"
"2759","203231_s_at","AW235612","AW235612","ataxin 1","ATXN1","6310","459.5","402.4","594.6","510.4","520.9"
"2760","203232_s_at","NM_000332","NM_000332","ataxin 1","ATXN1","6310","462.1","501","582.4","660.7","342.8"
"2761","203233_at","NM_000418","NM_000418","interleukin 4 receptor","IL4R","3566","136","82.6","134.7","160.7","170.7"
"2762","203234_at","NM_003364","NM_003364","uridine phosphorylase 1","UPP1","7378","45.9","4.9","19.6","10.5","38.6"
"2763","203235_at","NM_003249","NM_003249","thimet oligopeptidase 1","THOP1","7064","54.9","48.3","40.3","41.1","51.9"
"2764","203236_s_at","NM_009587","NM_009587","lectin, galactoside-binding, soluble, 9","LGALS9","3965","75.4","12.2","38.4","10.7","13"
"2765","203237_s_at","AW139152","AW139152","notch 3","NOTCH3","4854","2.3","5","13.1","12","12"
"2766","203238_s_at","NM_000435","NM_000435","notch 3","NOTCH3","4854","212.4","179.2","72.3","151.8","191.3"
"2767","203239_s_at","NM_014516","NM_014516","CCR4-NOT transcription complex, subunit 3","CNOT3","4849","69.3","95.3","78.5","83.8","118.6"
"2768","203240_at","NM_003890","NM_003890","Fc fragment of IgG binding protein","FCGBP","8857","955.5","51.6","19.9","102","154.8"
"2769","203241_at","NM_003369","NM_003369","UV radiation resistance associated","UVRAG","7405","66.3","109","66.9","66.1","80.1"
"2770","203242_s_at","BG054550","BG054550","PDZ and LIM domain 5","PDLIM5","10611","795","72.2","261.4","168.7","67.4"
"2771","203243_s_at","NM_006457","NM_006457","PDZ and LIM domain 5","PDLIM5","10611","866.9","513.4","1118.2","694.6","595.8"
"2772","203244_at","NM_000319","NM_000319","peroxisomal biogenesis factor 5","PEX5","5830","142.8","201.3","116.4","113.7","136.2"
"2773","203245_s_at","BC002791","BC002791","long intergenic non-protein coding RNA 94","LINC00094","266655","54.3","43.8","56.2","39.2","45.6"
"2774","203246_s_at","NM_006545","NM_006545","nitrogen permease regulator-like 2 (S. cerevisiae)","NPRL2","10641","114.8","42.8","98.2","94.3","64.1"
"2775","203247_s_at","BC003566","BC003566","zinc finger protein 24","ZNF24","7572","148.4","220.4","220.4","204.8","196.5"
"2776","203248_at","NM_006965","NM_006965","zinc finger protein 24","ZNF24","7572","80.9","45.2","96.2","56.5","62"
"2777","203249_at","AB002386","AB002386","enhancer of zeste 1 polycomb repressive complex 2 subunit","EZH1","2145","160","142.5","230.6","123.3","109"
"2778","203250_at","NM_014892","NM_014892","SR-related CTD-associated factor 8","SCAF8","22828","165.4","237.5","206","159.3","127"
"2779","203252_at","NM_005851","NM_005851","cyclin-dependent kinase 2 associated protein 2","CDK2AP2","10263","111.3","100.9","80.3","94.8","118.6"
"2780","203253_s_at","NM_015216","NM_015216","diphosphoinositol pentakisphosphate kinase 2","PPIP5K2","23262","97.8","124.4","105.3","92.3","85.8"
"2781","203254_s_at","NM_006289","NM_006289","talin 1","TLN1","7094","357.7","389","265.6","359.2","351.4"
"2782","203255_at","NM_018693","NM_018693","F-box protein 11","FBXO11","80204","175.4","239.2","371.3","250","322.8"
"2783","203256_at","NM_001793","NM_001793","cadherin 3, type 1, P-cadherin (placental)","CDH3","1001","365.9","140.8","57.4","71","56.6"
"2784","203257_s_at","NM_024113","NM_024113","chromosome 11 open reading frame 49","C11orf49","79096","183.6","168.1","125.3","161.2","169.7"
"2785","203258_at","NM_006442","NM_006442","DR1-associated protein 1 (negative cofactor 2 alpha)","DRAP1","10589","309.5","181.5","135.5","156","180.5"
"2786","203259_s_at","BC001671","BC001671","HD domain containing 2","HDDC2","51020","610.1","352.7","412.5","445.8","312.6"
"2787","203260_at","NM_016063","NM_016063","HD domain containing 2","HDDC2","51020","43.1","36.6","30","52.7","36.5"
"2788","203261_at","NM_006571","NM_006571","dynactin 6","DCTN6","10671","274.3","229.5","303.7","266.2","197.5"
"2789","203262_s_at","NM_004699","NM_004699","family with sequence similarity 50, member A","FAM50A","9130","349.3","228.1","130.5","249.6","339.1"
"2790","203263_s_at","AI625739","AI625739","Cdc42 guanine nucleotide exchange factor (GEF) 9","ARHGEF9","23229","77.6","78.5","82.5","104.6","95.7"
"2791","203264_s_at","NM_015185","NM_015185","Cdc42 guanine nucleotide exchange factor (GEF) 9","ARHGEF9","23229","108.6","143.7","134.8","130.7","149.8"
"2792","203265_s_at","AA810268","AA810268","mitogen-activated protein kinase kinase 4","MAP2K4","6416","70.7","82","60.4","81.2","81.3"
"2793","203266_s_at","NM_003010","NM_003010","mitogen-activated protein kinase kinase 4","MAP2K4","6416","141.6","124.5","117.2","126.9","109.9"
"2794","203267_s_at","BF223206","BF223206","developmentally regulated GTP binding protein 2","DRG2","1819","121.5","88.3","106.7","147.1","139.7"
"2795","203268_s_at","NM_001388","NM_001388","developmentally regulated GTP binding protein 2","DRG2","1819","120.6","135.1","117.3","98.4","116.4"
"2796","203269_at","NM_003580","NM_003580","neutral sphingomyelinase (N-SMase) activation associated factor","NSMAF","8439","148","155.3","162.2","107.2","153"
"2797","203270_at","NM_012145","NM_012145","deoxythymidylate kinase (thymidylate kinase)","DTYMK","1841","84.2","32.7","72.2","68.3","99.1"
"2798","203271_s_at","NM_005148","NM_005148","unc-119 homolog (C. elegans)","UNC119","9094","7.4","20.7","7.6","20.4","14.4"
"2799","203272_s_at","BF308548","BF308548","tumor suppressor candidate 2","TUSC2","11334","109.4","65.2","43.7","23.3","63.8"
"2800","203273_s_at","NM_007275","NM_007275","tumor suppressor candidate 2","TUSC2","11334","83.1","140.3","103.6","86.5","77.3"
"2801","203274_at","NM_012151","NM_012151","coagulation factor VIII-associated 1 /// coagulation factor VIII-associated 2 /// coagulation factor VIII-associated 3","F8A1 /// F8A2 /// F8A3","8263 /// 474383 /// 474384","287.9","284.6","186.7","199.4","198.2"
"2802","203275_at","NM_002199","NM_002199","interferon regulatory factor 2","IRF2","3660","70.5","90.8","90","58","95.6"
"2803","203276_at","NM_005573","NM_005573","lamin B1","LMNB1","4001","34.4","10.1","34.3","14.2","2.5"
"2804","203277_at","NM_004401","NM_004401","DNA fragmentation factor, 45kDa, alpha polypeptide","DFFA","1676","212.2","167.2","163.1","167.2","193"
"2805","203278_s_at","NM_016621","NM_016621","PHD finger protein 21A","PHF21A","51317","111.5","63","63.7","104.8","77.6"
"2806","203279_at","NM_014674","NM_014674","ER degradation enhancer, mannosidase alpha-like 1","EDEM1","9695","76.3","143.5","168.3","174.3","125.6"
"2807","203280_at","NM_014649","NM_014649","scaffold attachment factor B2","SAFB2","9667","80.9","59.8","73.4","49.6","60.5"
"2808","203281_s_at","NM_003335","NM_003335","microRNA 5193 /// ubiquitin-like modifier activating enzyme 7","MIR5193 /// UBA7","7318 /// 100847079","83.6","90.1","70.5","59.5","71.8"
"2809","203282_at","NM_000158","NM_000158","glucan (1,4-alpha-), branching enzyme 1","GBE1","2632","343.3","110.9","140.7","149.6","133.4"
"2810","203283_s_at","AK023260","AK023260","heparan sulfate 2-O-sulfotransferase 1","HS2ST1","9653","30.8","32.7","40.5","46.2","12.7"
"2811","203284_s_at","AW151887","AW151887","heparan sulfate 2-O-sulfotransferase 1","HS2ST1","9653","62.2","96.7","125.1","88","70.9"
"2812","203285_s_at","NM_012262","NM_012262","heparan sulfate 2-O-sulfotransferase 1","HS2ST1","9653","34.7","48.8","72.6","36.7","39.7"
"2813","203286_at","NM_014901","NM_014901","ring finger protein 44","RNF44","22838","137.3","118.8","163.6","160.1","91.5"
"2814","203287_at","NM_005558","NM_005558","ladinin 1","LAD1","3898","15.8","65.8","67.2","41.3","69.4"
"2815","203288_at","NM_014686","NM_014686","KIAA0355","KIAA0355","9710","128.6","194.6","179.1","192.6","183.6"
"2816","203289_s_at","BE791629","BE791629","nitrogen permease regulator-like 3 (S. cerevisiae)","NPRL3","8131","68.9","19.5","50.7","66.4","51.2"
"2817","203290_at","NM_002122","NM_002122","major histocompatibility complex, class II, DQ alpha 1","HLA-DQA1","3117","121.6","115.3","113.6","182.1","174.6"
"2818","203291_at","NM_013316","NM_013316","CCR4-NOT transcription complex, subunit 4","CNOT4","4850","89.4","103.6","100.9","108.5","125.5"
"2819","203292_s_at","NM_021729","NM_021729","vacuolar protein sorting 11 homolog (S. cerevisiae)","VPS11","55823","112.2","164.9","136.7","173","148"
"2820","203293_s_at","NM_005570","NM_005570","lectin, mannose-binding, 1","LMAN1","3998","35.8","13","8.2","5.8","4.2"
"2821","203294_s_at","U09716","U09716","lectin, mannose-binding, 1","LMAN1","3998","22.8","8.2","3.1","5.4","4.8"
"2822","203295_s_at","AW440492","AW440492","ATPase, Na+/K+ transporting, alpha 2 polypeptide","ATP1A2","477","3.6","51.5","26.7","10.6","37.9"
"2823","203296_s_at","NM_000702","NM_000702","ATPase, Na+/K+ transporting, alpha 2 polypeptide","ATP1A2","477","33.8","74.6","46.3","38.4","17.6"
"2824","203297_s_at","BG029530","BG029530","jumonji, AT rich interactive domain 2","JARID2","3720","179.9","193.4","193.8","233.4","165.7"
"2825","203298_s_at","NM_004973","NM_004973","jumonji, AT rich interactive domain 2","JARID2","3720","94.3","98","119.5","101.4","89.3"
"2826","203299_s_at","AF251295","AF251295","adaptor-related protein complex 1, sigma 2 subunit","AP1S2","8905","36.1","96.9","329.3","108.1","114.7"
"2827","203300_x_at","NM_003916","NM_003916","adaptor-related protein complex 1, sigma 2 subunit","AP1S2","8905","653.4","885.5","2018.7","666.7","489.7"
"2828","203301_s_at","NM_021145","NM_021145","cyclin D binding myb-like transcription factor 1","DMTF1","9988","141.9","165.7","245.2","217.8","196"
"2829","203302_at","NM_000788","NM_000788","deoxycytidine kinase","DCK","1633","50.5","64.8","57","52.1","37.7"
"2830","203303_at","NM_006520","NM_006520","dynein, light chain, Tctex-type 3","DYNLT3","6990","514.8","364.1","450","351.7","245.7"
"2831","203304_at","NM_012342","NM_012342","BMP and activin membrane-bound inhibitor","BAMBI","25805","419.8","130.5","168.7","152.7","152.5"
"2832","203305_at","NM_000129","NM_000129","coagulation factor XIII, A1 polypeptide","F13A1","2162","762.9","248.5","164","168.1","171.1"
"2833","203306_s_at","NM_006416","NM_006416","solute carrier family 35 (CMP-sialic acid transporter), member A1","SLC35A1","10559","153.9","146.6","268.8","168.3","147.9"
"2834","203307_at","NM_005275","NM_005275","guanine nucleotide binding protein-like 1","GNL1","2794","199.9","114.3","113.9","93.1","110.3"
"2835","203308_x_at","AI185798","AI185798","Hermansky-Pudlak syndrome 1","HPS1","3257","102","130.7","86.6","105.9","157.1"
"2836","203309_s_at","NM_000195","NM_000195","Hermansky-Pudlak syndrome 1","HPS1","3257","34.3","59.5","56.3","71.8","68"
"2837","203310_at","NM_007269","NM_007269","syntaxin binding protein 3","STXBP3","6814","69.7","125.2","149.5","103.6","78.5"
"2838","203311_s_at","M57763","M57763","ADP-ribosylation factor 6","ARF6","382","173.4","148.1","34.1","93.9","109"
"2839","203312_x_at","NM_001663","NM_001663","ADP-ribosylation factor 6","ARF6","382","312.4","359","328.1","346.3","370.4"
"2840","203313_s_at","NM_003244","NM_003244","TGFB-induced factor homeobox 1","TGIF1","7050","571.7","115","133.6","154.7","103.8"
"2841","203314_at","NM_012227","NM_012227","GTP binding protein 6 (putative)","GTPBP6","8225","264.4","128.5","137.6","157","151.1"
"2842","203315_at","BC000103","BC000103","NCK adaptor protein 2","NCK2","8440","295.4","350.5","281.5","249","265.2"
"2843","203316_s_at","NM_003094","NM_003094","small nuclear ribonucleoprotein polypeptide E","SNRPE","6635","674","653.3","663","575.6","555.5"
"2844","203317_at","NM_012455","NM_012455","pleckstrin and Sec7 domain containing 4","PSD4","23550","22.8","23.5","12.3","15.6","35.6"
"2845","203318_s_at","NM_021964","NM_021964","zinc finger protein 148","ZNF148","7707","173.7","365.3","312.5","231.6","331.1"
"2846","203319_s_at","L04282","L04282","zinc finger protein 148","ZNF148","7707","122","157.9","164.3","101.5","111.8"
"2847","203320_at","NM_005475","NM_005475","SH2B adaptor protein 3","SH2B3","10019","219.5","108.2","85","156.7","156.8"
"2848","203321_s_at","AK022688","AK022688","ADNP homeobox 2","ADNP2","22850","70.7","103.6","97.8","104.6","117.3"
"2849","203322_at","AU145934","AU145934","ADNP homeobox 2","ADNP2","22850","73","88.5","108.6","64.1","73.2"
"2850","203323_at","BF197655","BF197655","caveolin 2","CAV2","858","243","342.3","542.1","292.1","211.3"
"2851","203324_s_at","NM_001233","NM_001233","caveolin 2","CAV2","858","162.8","110.8","208.3","131.4","106.7"
"2852","203325_s_at","AI130969","AI130969","collagen, type V, alpha 1","COL5A1","1289","1143.1","661","410.5","825.8","772.1"
"2853","203326_x_at","M76729","M76729","","","","11.7","7.3","15.1","15.5","9.5"
"2854","203327_at","N22903","N22903","insulin-degrading enzyme","IDE","3416","174.3","186.4","176.7","213.9","185.9"
"2855","203328_x_at","NM_004969","NM_004969","insulin-degrading enzyme","IDE","3416","100.6","173.6","115.7","140.1","115.3"
"2856","203329_at","NM_002845","NM_002845","protein tyrosine phosphatase, receptor type, M","PTPRM","5797","101.6","145.6","128.9","134.6","115.9"
"2857","203330_s_at","NM_003164","NM_003164","syntaxin 5","STX5","6811","76.4","56.9","82.9","90.1","74.6"
"2858","203331_s_at","U53470","U53470","inositol polyphosphate-5-phosphatase, 145kDa","INPP5D","3635","10.3","3.7","3","4.7","12"
"2859","203332_s_at","NM_005541","NM_005541","inositol polyphosphate-5-phosphatase, 145kDa","INPP5D","3635","122.4","152.7","140.6","150.2","201.5"
"2860","203333_at","NM_014970","NM_014970","kinesin-associated protein 3","KIFAP3","22920","142.6","107.4","114.7","136.2","107"
"2861","203334_at","NM_004941","NM_004941","DEAH (Asp-Glu-Ala-His) box polypeptide 8","DHX8","1659","55","10.9","33.7","26.8","16.3"
"2862","203335_at","NM_006214","NM_006214","phytanoyl-CoA 2-hydroxylase","PHYH","5264","206.8","268.9","296.5","222.2","285.1"
"2863","203336_s_at","AL548363","AL548363","integrin beta 1 binding protein 1","ITGB1BP1","9270","239.7","217.4","209.1","269.2","275.6"
"2864","203337_x_at","NM_004763","NM_004763","integrin beta 1 binding protein 1","ITGB1BP1","9270","218.6","62","73.9","61","62.4"
"2865","203338_at","NM_006246","NM_006246","protein phosphatase 2, regulatory subunit B', epsilon isoform","PPP2R5E","5529","197.9","222.8","310.2","234.5","228.9"
"2866","203339_at","AI887457","AI887457","solute carrier family 25 (aspartate/glutamate carrier), member 12","SLC25A12","8604","48","107","110.5","80.7","68.8"
"2867","203340_s_at","NM_003705","NM_003705","solute carrier family 25 (aspartate/glutamate carrier), member 12","SLC25A12","8604","108.3","152","141","129.4","106.1"
"2868","203341_at","NM_005760","NM_005760","CCAAT/enhancer binding protein (C/EBP), zeta","CEBPZ","10153","132.7","126.5","125.5","125.2","125.5"
"2869","203342_at","NM_005834","NM_005834","translocase of inner mitochondrial membrane 17 homolog B (yeast)","TIMM17B","10245","92.1","119.9","128.2","138.3","136.3"
"2870","203343_at","NM_003359","NM_003359","UDP-glucose 6-dehydrogenase","UGDH","7358","152.6","200.8","208.7","174.6","151.2"
"2871","203344_s_at","NM_002894","NM_002894","retinoblastoma binding protein 8","RBBP8","5932","294.3","192.2","243.5","245.2","295.9"
"2872","203345_s_at","AI566096","AI566096","metal response element binding transcription factor 2","MTF2","22823","124.4","159.8","189.7","131","138"
"2873","203346_s_at","AF072814","AF072814","metal response element binding transcription factor 2","MTF2","22823","53.8","152.2","168.6","122.1","136.9"
"2874","203347_s_at","NM_007358","NM_007358","metal response element binding transcription factor 2","MTF2","22823","17","24.1","19","18.7","14.8"
"2875","203348_s_at","BF060791","BF060791","ets variant 5","ETV5","2119","104.8","64.2","58.7","40.2","66.3"
"2876","203349_s_at","NM_004454","NM_004454","ets variant 5","ETV5","2119","148.7","102","99.7","98.7","140.3"
"2877","203350_at","NM_001128","NM_001128","adaptor-related protein complex 1, gamma 1 subunit","AP1G1","164","74.1","46.7","55.9","60.1","30"
"2878","203351_s_at","AF047598","AF047598","origin recognition complex, subunit 4","ORC4","5000","85.3","88.9","171.3","64.7","81.5"
"2879","203352_at","NM_002552","NM_002552","origin recognition complex, subunit 4","ORC4","5000","38","5.8","5.3","2.9","1.8"
"2880","203353_s_at","NM_015846","NM_015846","methyl-CpG binding domain protein 1","MBD1","4152","137.3","89","132.7","80.7","146.6"
"2881","203354_s_at","AW117368","AW117368","pleckstrin and Sec7 domain containing 3","PSD3","23362","29.6","11.9","4.9","5.1","7"
"2882","203355_s_at","NM_015310","NM_015310","pleckstrin and Sec7 domain containing 3","PSD3","23362","56.8","26.6","47.2","90.5","56.7"
"2883","203356_at","BE349584","BE349584","calpain 7","CAPN7","23473","49.4","86.1","115.6","69.7","54.2"
"2884","203357_s_at","NM_014296","NM_014296","calpain 7","CAPN7","23473","149.8","111.4","159.7","65.5","33.2"
"2885","203358_s_at","NM_004456","NM_004456","enhancer of zeste 2 polycomb repressive complex 2 subunit","EZH2","2146","16.1","15.1","13.3","7.3","21.7"
"2886","203359_s_at","AL525412","AL525412","GJA9-MYCBP readthrough /// MYC binding protein","GJA9-MYCBP /// MYCBP","26292 /// 100527950","62.7","84","87.7","74.5","69.3"
"2887","203360_s_at","D50692","D50692","gap junction protein, alpha 9, 59kDa /// GJA9-MYCBP readthrough /// MYC binding protein","GJA9 /// GJA9-MYCBP /// MYCBP","26292 /// 81025 /// 100527950","22.1","19.1","5.3","14","5.3"
"2888","203361_s_at","NM_012333","NM_012333","GJA9-MYCBP readthrough /// MYC binding protein","GJA9-MYCBP /// MYCBP","26292 /// 100527950","25.5","46.7","39","38.9","55.2"
"2889","203362_s_at","NM_002358","NM_002358","MAD2 mitotic arrest deficient-like 1 (yeast)","MAD2L1","4085","4.5","17.9","17.8","12","41.6"
"2890","203363_s_at","AU153525","AU153525","autophagy related 13","ATG13","9776","184.4","242","147.1","198.3","200.3"
"2891","203364_s_at","NM_014741","NM_014741","autophagy related 13","ATG13","9776","105.5","106.1","114.3","95.2","118.2"
"2892","203365_s_at","NM_002428","NM_002428","matrix metallopeptidase 15 (membrane-inserted)","MMP15","4324","7.2","5.4","4.3","7.8","11"
"2893","203366_at","NM_002693","NM_002693","polymerase (DNA directed), gamma","POLG","5428","104.4","44.5","64.2","61.3","92.9"
"2894","203367_at","NM_007026","NM_007026","dual specificity phosphatase 14","DUSP14","11072","82.3","116.5","45.4","79.3","80.8"
"2895","203368_at","NM_015513","NM_015513","cysteine-rich with EGF-like domains 1","CRELD1","78987","131.9","103.5","112.3","78.5","69.9"
"2896","203369_x_at","AI825846","AI825846","PDZ and LIM domain 7 (enigma)","PDLIM7","9260","76.1","92.5","52.3","151.8","105.7"
"2897","203370_s_at","NM_005451","NM_005451","PDZ and LIM domain 7 (enigma)","PDLIM7","9260","938.1","1104.3","987.9","1308.5","1500.6"
"2898","203371_s_at","NM_002491","NM_002491","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa","NDUFB3","4709","403.1","300","234.4","419","266.5"
"2899","203372_s_at","AB004903","AB004903","suppressor of cytokine signaling 2","SOCS2","8835","559","591","566.3","383.6","245.6"
"2900","203373_at","NM_003877","NM_003877","suppressor of cytokine signaling 2","SOCS2","8835","771.4","1271.1","1482.4","1089.4","1040.4"
"2901","203374_s_at","AW612376","AW612376","tripeptidyl peptidase II","TPP2","7174","106.4","64.1","110.6","137.1","84"
"2902","203375_s_at","NM_003291","NM_003291","tripeptidyl peptidase II","TPP2","7174","100.7","183.4","192.1","203.6","149.5"
"2903","203376_at","BG528818","BG528818","cell division cycle 40","CDC40","51362","169.2","193.7","220","271.6","234.7"
"2904","203377_s_at","NM_015891","NM_015891","cell division cycle 40","CDC40","51362","29.9","15.1","9.6","20","3.6"
"2905","203378_at","AB020631","AB020631","PCF11 cleavage and polyadenylation factor subunit","PCF11","51585","116.3","120.2","144.6","102.3","92.3"
"2906","203379_at","NM_002953","NM_002953","ribosomal protein S6 kinase, 90kDa, polypeptide 1","RPS6KA1","6195","76.5","70.8","42.7","47.6","77"
"2907","203380_x_at","NM_006925","NM_006925","serine/arginine-rich splicing factor 5","SRSF5","6430","603.9","894.1","941.7","695.3","611.7"
"2908","203381_s_at","N33009","N33009","apolipoprotein E","APOE","348","475.6","46","47.5","146.5","189.2"
