"","ID","GB_ACC","Representative.Public.ID","Gene.Title","Gene.Symbol","ENTREZ_GENE_ID","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102"
"5192","205665_at","NM_006675","NM_006675","tetraspanin 9","TSPAN9","10867","17","9.1","4.7","29.7","8.1"
"5193","205666_at","NM_002021","NM_002021","flavin containing monooxygenase 1","FMO1","2326","63.5","38.2","72.7","39.7","56.9"
"5194","205667_at","NM_000553","NM_000553","Werner syndrome, RecQ helicase-like","WRN","7486","78.6","63.7","38.1","54.7","60"
"5195","205668_at","NM_002349","NM_002349","lymphocyte antigen 75","LY75","4065","35.9","2.2","11.7","17.8","12.5"
"5196","205669_at","NM_004540","NM_004540","neural cell adhesion molecule 2","NCAM2","4685","17.8","2.8","16","34.1","27"
"5197","205670_at","NM_004861","NM_004861","galactose-3-O-sulfotransferase 1","GAL3ST1","9514","4.7","8.6","7.4","2.8","1.7"
"5198","205671_s_at","NM_002120","NM_002120","major histocompatibility complex, class II, DO beta","HLA-DOB","3112","6.7","103.4","4.8","3.4","13.2"
"5199","205672_at","NM_000380","NM_000380","xeroderma pigmentosum, complementation group A","XPA","7507","77.9","143","127.8","92.7","90.7"
"5200","205673_s_at","NM_024087","NM_024087","ankyrin repeat and SOCS box containing 9","ASB9","140462","28","50.4","18.5","30.6","39.3"
"5201","205674_x_at","NM_001680","NM_001680","FXYD domain containing ion transport regulator 2","FXYD2","486","19.1","41.6","51.9","45.6","31.3"
"5202","205675_at","AI623321","AI623321","microsomal triglyceride transfer protein","MTTP","4547","21","18.5","2.3","15.6","1.9"
"5203","205676_at","NM_000785","NM_000785","cytochrome P450, family 27, subfamily B, polypeptide 1","CYP27B1","1594","21.2","34.4","12","43.9","10.8"
"5204","205677_s_at","NM_005887","NM_005887","deleted in lymphocytic leukemia 1 (non-protein coding)","DLEU1","10301","64.2","20.3","39.9","62.1","73.9"
"5205","205678_at","NM_004644","NM_004644","adaptor-related protein complex 3, beta 2 subunit","AP3B2","8120","17.4","17.7","21.2","1.6","21.9"
"5206","205679_x_at","NM_013227","NM_013227","aggrecan","ACAN","176","116.8","72.8","65.1","119.7","104"
"5207","205680_at","NM_002425","NM_002425","matrix metallopeptidase 10 (stromelysin 2)","MMP10","4319","21.6","18.9","14.1","13.8","22.6"
"5208","205681_at","NM_004049","NM_004049","BCL2-related protein A1","BCL2A1","597","41.4","14","13","6.7","10.5"
"5209","205682_x_at","NM_019101","NM_019101","apolipoprotein M","APOM","55937","61","64.1","65.3","122","49.9"
"5210","205683_x_at","NM_003294","NM_003294","tryptase alpha/beta 1","TPSAB1","7177","361.9","694.4","283.1","423.3","1044.2"
"5211","205684_s_at","NM_017925","NM_017925","DENN/MADD domain containing 4C","DENND4C","55667","147.2","46.6","96.2","127","122"
"5212","205685_at","BG236280","BG236280","CD86 molecule","CD86","942","35.3","38.7","49.7","50.5","48.2"
"5213","205686_s_at","NM_006889","NM_006889","CD86 molecule","CD86","942","27","11.9","15.3","27","27.8"
"5214","205687_at","NM_019116","NM_019116","ubiquitin family domain containing 1","UBFD1","56061","42.1","55.8","56.5","68.2","83.7"
"5215","205688_at","NM_003223","NM_003223","transcription factor AP-4 (activating enhancer binding protein 4)","TFAP4","7023","52.1","12.7","12.6","31.5","9"
"5216","205689_at","NM_014801","NM_014801","pecanex-like 2 (Drosophila)","PCNXL2","80003","43.5","39.6","36.9","10.3","15.6"
"5217","205690_s_at","NM_003910","NM_003910","BUD31 homolog (S. cerevisiae)","BUD31","8896","189","230.4","263.2","156.8","134.6"
"5218","205691_at","NM_004209","NM_004209","synaptogyrin 3","SYNGR3","9143","5.6","2.5","2.5","3.4","1.6"
"5219","205692_s_at","NM_001775","NM_001775","CD38 molecule","CD38","952","42.3","7.8","8.5","39.5","30.8"
"5220","205693_at","NM_006757","NM_006757","troponin T type 3 (skeletal, fast)","TNNT3","7140","72.5","28.6","42.3","64.8","47.6"
"5221","205694_at","NM_000550","NM_000550","tyrosinase-related protein 1","TYRP1","7306","28.2","26.6","10.7","23.5","14.6"
"5222","205695_at","NM_006843","NM_006843","serine dehydratase","SDS","10993","56.7","32.1","43.1","56.6","53.3"
"5223","205696_s_at","NM_005264","NM_005264","GDNF family receptor alpha 1","GFRA1","2674","7.5","6.6","15.7","15","4.8"
"5224","205697_at","NM_006998","NM_006998","secretagogin, EF-hand calcium binding protein","SCGN","10590","7.8","7","9.7","7.3","21.2"
"5225","205698_s_at","NM_002758","NM_002758","mitogen-activated protein kinase kinase 6","MAP2K6","5608","83.5","291.1","49.6","83.8","56.9"
"5226","205699_at","U39657","U39657","mitogen-activated protein kinase kinase 6","MAP2K6","5608","28","14.8","11.7","32.2","16.2"
"5227","205700_at","NM_003725","NM_003725","hydroxysteroid (17-beta) dehydrogenase 6","HSD17B6","8630","215.3","184.3","375.1","167","270.4"
"5228","205701_at","NM_006390","NM_006390","importin 8","IPO8","10526","75.5","75.6","62.9","70.4","48.1"
"5229","205702_at","NM_006608","NM_006608","putative homeodomain transcription factor 1","PHTF1","10745","98.6","42.2","48","80.6","73.4"
"5230","205703_at","AF112972","AF112972","","","","8.1","1.6","1.9","1.2","1.8"
"5231","205704_s_at","NM_012463","NM_012463","ATPase, H+ transporting, lysosomal V0 subunit a2","ATP6V0A2","23545","46.9","46","35.7","54.9","85.4"
"5232","205705_at","AL137351","AL137351","ankyrin repeat domain 26","ANKRD26","22852","42.8","14.9","23.6","40.7","23.8"
"5233","205706_s_at","NM_014915","NM_014915","ankyrin repeat domain 26","ANKRD26","22852","9.8","14.9","35.5","2.9","23.1"
"5234","205707_at","NM_014339","NM_014339","interleukin 17 receptor A","IL17RA","23765","137.2","133.3","184.3","205.3","119.9"
"5235","205708_s_at","AI051254","AI051254","transient receptor potential cation channel, subfamily M, member 2","TRPM2","7226","53","47.7","35","42","45"
"5236","205709_s_at","NM_001263","NM_001263","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1","CDS1","1040","4","46.1","0.8","2","2.2"
"5237","205710_at","NM_004525","NM_004525","low density lipoprotein receptor-related protein 2","LRP2","4036","37.2","14.4","23.9","18.9","12"
"5238","205711_x_at","NM_005174","NM_005174","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","ATP5C1","509","557.2","1287.4","1238.1","700.6","974.9"
"5239","205712_at","NM_002839","NM_002839","protein tyrosine phosphatase, receptor type, D","PTPRD","5789","58.6","65.2","26","49.1","39.4"
"5240","205713_s_at","NM_000095","NM_000095","cartilage oligomeric matrix protein","COMP","1311","63.9","20.2","85.8","3.2","41.6"
"5241","205714_s_at","NM_015896","NM_015896","zinc finger, MYND-type containing 10","ZMYND10","51364","4.3","51.9","18","5.2","4.6"
"5242","205715_at","NM_004334","NM_004334","bone marrow stromal cell antigen 1","BST1","683","39.3","41.5","21.6","42.8","25.9"
"5243","205716_at","NM_018843","NM_018843","solute carrier family 25, member 40","SLC25A40","55972","48.6","41.1","48.2","50.6","28.4"
"5244","205717_x_at","NM_002588","NM_002588","protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5","PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5","5098 /// 8641 /// 9708 /// 26025 /// 56097 /// 56098 /// 56099 /// 56100 /// 56101 /// 56102 /// 56103 /// 56104 /// 56105 /// 56106 /// 56107 /// 56108 /// 56109 /// 56110 /// 56111 /// 56112 /// 56113 /// 56114","532.4","309.2","377.4","494.8","414.3"
"5245","205718_at","NM_000889","NM_000889","integrin, beta 7","ITGB7","3695","10.8","9.2","7.1","5.6","10"
"5246","205719_s_at","NM_000277","NM_000277","uncharacterized LOC101929036 /// phenylalanine hydroxylase","LOC101929036 /// PAH","5053 /// 101929036","8.8","28","6.3","15","10.2"
"5247","205720_at","NM_000939","NM_000939","proopiomelanocortin","POMC","5443","4.7","4.9","10.9","4.7","3.7"
"5248","205721_at","U97145","U97145","GDNF family receptor alpha 2","GFRA2","2675","6.1","8.9","6.6","11.7","18.3"
"5249","205722_s_at","NM_001495","NM_001495","GDNF family receptor alpha 2","GFRA2","2675","5.2","7.1","9.7","5.7","7"
"5250","205723_at","NM_001842","NM_001842","ciliary neurotrophic factor receptor","CNTFR","1271","52.7","14.2","45.3","50.5","39.8"
"5251","205724_at","NM_000299","NM_000299","plakophilin 1","PKP1","5317","39.5","28.1","12.2","20.9","31.8"
"5252","205725_at","NM_003357","NM_003357","secretoglobin, family 1A, member 1 (uteroglobin)","SCGB1A1","7356","25.8","10.4","29.3","14.5","25.5"
"5253","205726_at","NM_006729","NM_006729","diaphanous-related formin 2","DIAPH2","1730","112.6","158.3","123.7","145.4","153.6"
"5254","205727_at","NM_007110","NM_007110","telomerase-associated protein 1","TEP1","7011","4.2","27.3","2.5","2.8","4.1"
"5255","205728_at","AL022718","AL022718","teneurin transmembrane protein 1","TENM1","10178","31.4","32.8","64.6","17.6","7.8"
"5256","205729_at","NM_003999","NM_003999","oncostatin M receptor","OSMR","9180","126","90.6","96.6","127.7","121.7"
"5257","205730_s_at","NM_014945","NM_014945","actin binding LIM protein family, member 3","ABLIM3","22885","135.3","59.2","85.7","106.3","117.5"
"5258","205731_s_at","AW027474","AW027474","nuclear receptor coactivator 2","NCOA2","10499","22.4","28.5","15","25.5","14.9"
"5259","205732_s_at","NM_006540","NM_006540","nuclear receptor coactivator 2","NCOA2","10499","30.5","46.3","9.8","38.9","23.9"
"5260","205733_at","NM_000057","NM_000057","Bloom syndrome, RecQ helicase-like","BLM","641","77.5","43.2","34.5","41.3","48.9"
"5261","205734_s_at","AI990465","AI990465","AF4/FMR2 family, member 3","AFF3","3899","3.8","1.8","1.6","5.3","4.1"
"5262","205735_s_at","NM_002285","NM_002285","AF4/FMR2 family, member 3","AFF3","3899","5.5","8.8","4.4","20.2","3.2"
"5263","205736_at","NM_000290","NM_000290","phosphoglycerate mutase 2 (muscle)","PGAM2","5224","4.7","3.6","7.1","2.3","4.3"
"5264","205737_at","NM_004518","NM_004518","potassium voltage-gated channel, KQT-like subfamily, member 2","KCNQ2","3785","35.8","30.1","6","6.9","12.8"
"5265","205738_s_at","NM_004102","NM_004102","fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)","FABP3","2170","63.7","141.1","147.9","97.1","82.9"
"5266","205739_x_at","NM_016220","NM_016220","zinc finger protein 107","ZNF107","51427","34.8","2.4","20.4","23.1","24"
"5267","205740_s_at","NM_024321","NM_024321","RNA binding motif protein 42","RBM42","79171","183.4","188.9","176.8","164.8","190.7"
"5268","205741_s_at","NM_001392","NM_001392","dystrobrevin, alpha","DTNA","1837","49.7","23.4","31.6","53.4","51.5"
"5269","205742_at","NM_000363","NM_000363","troponin I type 3 (cardiac)","TNNI3","7137","44.7","19.8","22","11.2","26.3"
"5270","205743_at","NM_003149","NM_003149","SH3 and cysteine rich domain","STAC","6769","199.3","56","84.7","87","70.4"
"5271","205744_at","NM_003586","NM_003586","double C2-like domains, alpha","DOC2A","8448","31.7","2.2","4.9","5.3","4.4"
"5272","205745_x_at","NM_003183","NM_003183","ADAM metallopeptidase domain 17","ADAM17","6868","122.6","119.1","84.1","68.8","134.6"
"5273","205746_s_at","U86755","U86755","ADAM metallopeptidase domain 17","ADAM17","6868","91.9","68.4","15.4","30.5","27.6"
"5274","205747_at","NM_004352","NM_004352","cerebellin 1 precursor","CBLN1","869","22.5","11","50.1","39.8","24.6"
"5275","205748_s_at","NM_017876","NM_017876","ring finger protein 126","RNF126","55658","78.2","48.1","56.1","78.1","43.8"
"5276","205749_at","NM_000499","NM_000499","cytochrome P450, family 1, subfamily A, polypeptide 1","CYP1A1","1543","20.3","18.4","23.3","46.2","11"
"5277","205750_at","NM_004332","NM_004332","biphenyl hydrolase-like (serine hydrolase)","BPHL","670","52","30.5","46.8","40.8","76.4"
"5278","205751_at","NM_003026","NM_003026","SH3-domain GRB2-like 2","SH3GL2","6456","23.8","9","17.8","2.2","11.1"
"5279","205752_s_at","NM_000851","NM_000851","glutathione S-transferase mu 5","GSTM5","2949","247.9","151.8","84.1","146.3","232.3"
"5280","205753_at","NM_000567","NM_000567","C-reactive protein, pentraxin-related","CRP","1401","6.7","4.6","3.9","6.7","7.1"
"5281","205754_at","NM_000506","NM_000506","coagulation factor II (thrombin)","F2","2147","3.4","14.2","4.9","9.6","6.3"
"5282","205755_at","NM_002217","NM_002217","inter-alpha-trypsin inhibitor heavy chain 3","ITIH3","3699","51.2","46.5","30.7","44.7","51.1"
"5283","205756_s_at","NM_000132","NM_000132","coagulation factor VIII, procoagulant component","F8","2157","129.8","101.5","129.6","225.1","135.6"
"5284","205757_at","NM_001249","NM_001249","ectonucleoside triphosphate diphosphohydrolase 5","ENTPD5","957","35.7","48.3","34.4","53.8","28.4"
"5285","205758_at","AW006735","AW006735","CD8a molecule","CD8A","925","71.4","15.4","7.9","46.3","75.1"
"5286","205759_s_at","NM_004605","NM_004605","sulfotransferase family, cytosolic, 2B, member 1","SULT2B1","6820","80","71.2","43","68.4","36"
"5287","205760_s_at","NM_016821","NM_016821","8-oxoguanine DNA glycosylase","OGG1","4968","81","76.1","67.5","99.1","79"
"5288","205761_s_at","AW242981","AW242981","dihydrouridine synthase 4-like (S. cerevisiae)","DUS4L","11062","27.5","45.1","20.7","32.7","48.6"
"5289","205762_s_at","NM_007016","NM_007016","dihydrouridine synthase 4-like (S. cerevisiae)","DUS4L","11062","1.4","1.7","2.8","11.7","27.1"
"5290","205763_s_at","NM_006773","NM_006773","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18","DDX18","8886","153.5","133.6","132.1","169.1","149.1"
"5291","205764_at","NM_002932","NM_002932","casein kinase 1, alpha 1","CSNK1A1","1452","3","2.6","4.8","12.7","9"
"5292","205765_at","NM_000777","NM_000777","cytochrome P450, family 3, subfamily A, polypeptide 5","CYP3A5","1577","20.8","1.1","3","3.7","6.8"
"5293","205766_at","NM_003673","NM_003673","titin-cap","TCAP","8557","8","16.3","9.2","5.6","7.8"
"5294","205767_at","NM_001432","NM_001432","epiregulin","EREG","2069","11.1","17.6","5.2","11.9","0.8"
"5295","205768_s_at","NM_003645","NM_003645","solute carrier family 27 (fatty acid transporter), member 2","SLC27A2","11001","14.3","5.3","2.8","2.7","1"
"5296","205769_at","NM_003645","NM_003645","solute carrier family 27 (fatty acid transporter), member 2","SLC27A2","11001","35","19","14","28.2","13.2"
"5297","205770_at","NM_000637","NM_000637","glutathione reductase","GSR","2936","87.5","46.7","81.8","44.4","83.3"
"5298","205771_s_at","AL137063","AL137063","A kinase (PRKA) anchor protein 7","AKAP7","9465","66.8","80.9","65.9","78.2","58.2"
"5299","205772_s_at","NM_004842","NM_004842","","","","18.8","1","22.5","40.8","32.4"
"5300","205773_at","NM_014912","NM_014912","cytoplasmic polyadenylation element binding protein 3","CPEB3","22849","32.9","11.5","2.8","28.5","15.5"
"5301","205774_at","NM_000505","NM_000505","coagulation factor XII (Hageman factor)","F12","2161","30.8","28.4","9.4","7.9","17.6"
"5302","205775_at","NM_012135","NM_012135","family with sequence similarity 50, member B","FAM50B","26240","93","38.3","41.5","87.4","74.8"
"5303","205776_at","NM_001461","NM_001461","flavin containing monooxygenase 5","FMO5","2330","44.1","67.4","6.4","44.4","45.2"
"5304","205777_at","NM_001395","NM_001395","dual specificity phosphatase 9","DUSP9","1852","27.6","42","33.5","34.2","11"
"5305","205778_at","NM_005046","NM_005046","kallikrein-related peptidase 7","KLK7","5650","2.5","3.4","26.8","6.6","12.7"
"5306","205779_at","NM_005854","NM_005854","receptor (G protein-coupled) activity modifying protein 2","RAMP2","10266","79.9","129.6","130.8","28.7","99.7"
"5307","205780_at","NM_001197","NM_001197","BCL2-interacting killer (apoptosis-inducing)","BIK","638","8.8","9.4","9.7","8.2","5.9"
"5308","205781_at","NM_004913","NM_004913","VPS9 domain containing 1","VPS9D1","9605","49.5","36.7","48.5","54.2","50.2"
"5309","205782_at","NM_002009","NM_002009","fibroblast growth factor 7","FGF7","2252","201","53.9","56.6","66.5","42.4"
"5310","205783_at","NM_015596","NM_015596","kallikrein-related peptidase 13","KLK13","26085","71.1","3","33.1","58.3","41.6"
"5311","205784_x_at","NM_001670","NM_001670","armadillo repeat gene deleted in velocardiofacial syndrome","ARVCF","421","26.7","43.6","13.5","17.4","60.9"
"5312","205785_at","J03925","J03925","","","","78.2","28.6","29.9","58.9","57.8"
"5313","205786_s_at","NM_000632","NM_000632","integrin, alpha M (complement component 3 receptor 3 subunit)","ITGAM","3684","89.7","35.3","63.3","123.6","151"
"5314","205787_x_at","AI803216","AI803216","zinc finger CCCH-type domain-containing-like /// zinc finger CCCH-type containing 11A","LOC441155 /// ZC3H11A","9877 /// 441155","105.3","150.9","98","127","104.7"
"5315","205788_s_at","NM_014827","NM_014827","zinc finger CCCH-type domain-containing-like /// zinc finger CCCH-type containing 11A","LOC441155 /// ZC3H11A","9877 /// 441155","826.8","734.8","717.8","745.5","846.5"
"5316","205789_at","NM_001766","NM_001766","CD1d molecule","CD1D","912","22.2","21.3","13.6","41.8","49.6"
"5317","205790_at","NM_003726","NM_003726","src kinase associated phosphoprotein 1","SKAP1","8631","95.9","66.5","52.1","87.4","55"
"5318","205791_x_at","NM_006300","NM_006300","zinc finger protein 230","ZNF230","7773","22.4","3.1","22.2","25.9","26.4"
"5319","205792_at","NM_003881","NM_003881","WNT1 inducible signaling pathway protein 2","WISP2","8839","415.3","113.7","63.7","82.5","288"
"5320","205793_x_at","NM_003985","NM_003985","tyrosine kinase, non-receptor, 1","TNK1","8711","21.5","17.7","61","66.1","45.9"
"5321","205794_s_at","NM_002515","NM_002515","neuro-oncological ventral antigen 1","NOVA1","4857","175.7","105.2","72.9","132.8","144.6"
"5322","205795_at","NM_004796","NM_004796","neurexin 3","NRXN3","9369","11.2","34.7","77.8","50.8","75.6"
"5323","205796_at","NM_018393","NM_018393","t-complex 11, testis-specific-like 1","TCP11L1","55346","35.7","23.5","27.6","35.4","39.2"
"5324","205797_s_at","NM_018393","NM_018393","t-complex 11, testis-specific-like 1","TCP11L1","55346","21.5","17.6","32.4","52.1","27.6"
"5325","205798_at","NM_002185","NM_002185","interleukin 7 receptor","IL7R","3575","51.1","7.5","7.2","26.7","31.3"
"5326","205799_s_at","M95548","M95548","solute carrier family 3 (amino acid transporter heavy chain), member 1","SLC3A1","6519","22.8","67.1","16","48.3","23.7"
"5327","205800_at","NM_000341","NM_000341","","","","4.6","4.1","1.9","3.1","1.4"
"5328","205801_s_at","NM_015376","NM_015376","RAS guanyl releasing protein 3 (calcium and DAG-regulated)","RASGRP3","25780","5.8","39.2","24.4","19.2","39.8"
"5329","205802_at","NM_003304","NM_003304","transient receptor potential cation channel, subfamily C, member 1","TRPC1","7220","188.2","142.2","128.3","233.9","189.8"
"5330","205803_s_at","NM_003304","NM_003304","transient receptor potential cation channel, subfamily C, member 1","TRPC1","7220","160.8","76.5","89.7","167.8","161.1"
"5331","205804_s_at","NM_025228","NM_025228","TRAF3 interacting protein 3","TRAF3IP3","80342","4.2","2.3","3.7","6.3","6.8"
"5332","205805_s_at","NM_005012","NM_005012","receptor tyrosine kinase-like orphan receptor 1","ROR1","4919","114.7","85.2","101.6","114","88"
"5333","205806_at","NM_000327","NM_000327","retinal outer segment membrane protein 1","ROM1","6094","22.6","36.9","22.9","25.6","7.9"
"5334","205807_s_at","NM_020127","NM_020127","tuftelin 1","TUFT1","7286","159.5","120.1","75.1","120.9","95.2"
"5335","205808_at","NM_004318","NM_004318","aspartate beta-hydroxylase","ASPH","444","15.4","24.7","33.7","25.6","17.4"
"5336","205809_s_at","BE504979","BE504979","Wiskott-Aldrich syndrome-like","WASL","8976","26","48.9","22.3","31","15.4"
"5337","205810_s_at","NM_003941","NM_003941","Wiskott-Aldrich syndrome-like","WASL","8976","38.4","49.3","70.5","18.4","31.6"
"5338","205811_at","NM_007215","NM_007215","polymerase (DNA directed), gamma 2, accessory subunit","POLG2","11232","26.2","32.8","37.4","64.7","37"
"5339","205812_s_at","NM_006588","NM_006588","transmembrane emp24 protein transport domain containing 9","TMED9","54732","409.8","635.5","492.7","530.1","491.7"
"5340","205813_s_at","NM_000429","NM_000429","methionine adenosyltransferase I, alpha","MAT1A","4143","7.2","9.2","11.1","10.3","8.7"
"5341","205814_at","NM_000840","NM_000840","glutamate receptor, metabotropic 3","GRM3","2913","22.8","5.7","2.2","21.3","14"
"5342","205815_at","NM_002580","NM_002580","regenerating islet-derived 3 alpha","REG3A","5068","61.4","25.2","37.4","49.7","44.2"
"5343","205816_at","NM_002214","NM_002214","integrin, beta 8","ITGB8","3696","28.8","40.4","14.1","36.7","17.2"
"5344","205817_at","NM_005982","NM_005982","SIX homeobox 1","SIX1","6495","3.2","9.1","8","21.9","3.8"
"5345","205818_at","NM_014618","NM_014618","bone morphogenetic protein/retinoic acid inducible neural-specific 1","BRINP1","1620","44.1","16.5","34.2","50.8","26.8"
"5346","205819_at","NM_006770","NM_006770","macrophage receptor with collagenous structure","MARCO","8685","6.7","4.8","6.3","5.6","5.1"
"5347","205820_s_at","NM_000040","NM_000040","apolipoprotein C-III","APOC3","345","5.9","2.8","3.8","4.2","4.8"
"5348","205821_at","NM_007360","NM_007360","KLRC4-KLRK1 readthrough /// killer cell lectin-like receptor subfamily K, member 1","KLRC4-KLRK1 /// KLRK1","22914 /// 100528032","73.4","7","13.3","60.2","55.3"
"5349","205822_s_at","NM_002130","NM_002130","3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)","HMGCS1","3157","70.8","118.7","73.2","58.6","37.9"
"5350","205823_at","AI824113","AI824113","regulator of G-protein signaling 12","RGS12","6002","71","86.8","52.8","72.3","64.7"
"5351","205824_at","NM_001541","NM_001541","heat shock 27kDa protein 2","HSPB2","3316","80.7","126.4","168.3","79.9","102.8"
"5352","205825_at","NM_000439","NM_000439","proprotein convertase subtilisin/kexin type 1","PCSK1","5122","7.1","3.4","1.1","1.7","1.5"
"5353","205826_at","NM_003970","NM_003970","myomesin 2","MYOM2","9172","20.2","51.4","31.3","27.1","30.4"
"5354","205827_at","NM_000729","NM_000729","cholecystokinin","CCK","885","17.1","6.7","12.2","35.9","5.4"
"5355","205828_at","NM_002422","NM_002422","matrix metallopeptidase 3 (stromelysin 1, progelatinase)","MMP3","4314","30.4","4.3","29.9","53.1","27.2"
"5356","205829_at","NM_000413","NM_000413","hydroxysteroid (17-beta) dehydrogenase 1","HSD17B1","3292","3.7","5","4.8","2.4","15.5"
"5357","205830_at","NM_004362","NM_004362","calmegin","CLGN","1047","13.7","1.6","9","4.4","6.6"
"5358","205831_at","NM_001767","NM_001767","CD2 molecule","CD2","914","76.4","57","49.8","69.2","59.4"
"5359","205832_at","NM_016352","NM_016352","carboxypeptidase A4","CPA4","51200","107.6","38.8","21.5","83.2","32.4"
"5360","205833_s_at","AI770098","AI770098","prostate androgen-regulated transcript 1 (non-protein coding)","PART1","25859","3.7","33.5","247.6","3.3","4.1"
"5361","205834_s_at","NM_016590","NM_016590","prostate androgen-regulated transcript 1 (non-protein coding)","PART1","25859","20.4","8.9","87.2","14.8","22.9"
"5362","205835_s_at","AW975818","AW975818","YTH domain containing 2","YTHDC2","64848","44.6","19.9","28.3","29.9","31"
"5363","205836_s_at","NM_022828","NM_022828","YTH domain containing 2","YTHDC2","64848","89","68.6","53.4","52.6","69.2"
"5364","205837_s_at","BC005319","BC005319","glycophorin A (MNS blood group)","GYPA","2993","0.8","1.2","5.6","0.1","0.3"
"5365","205838_at","NM_002099","NM_002099","glycophorin A (MNS blood group)","GYPA","2993","5.8","22","20.1","2.4","2.3"
"5366","205839_s_at","NM_004758","NM_004758","benzodiazepine receptor (peripheral) associated protein 1","BZRAP1","9256","57.2","77.9","82.1","72.3","70.9"
"5367","205840_x_at","NM_000515","NM_000515","growth hormone 1","GH1","2688","7.3","7.4","18.3","9.6","11.9"
"5368","205841_at","NM_004972","NM_004972","Janus kinase 2","JAK2","3717","21.3","38.1","24.1","13.8","16.9"
"5369","205842_s_at","AF001362","AF001362","Janus kinase 2","JAK2","3717","103.8","103.7","93.3","90.7","88.8"
"5370","205843_x_at","NM_000755","NM_000755","carnitine O-acetyltransferase","CRAT","1384","58.3","118.2","66.1","44","53.6"
"5371","205844_at","NM_004666","NM_004666","vanin 1","VNN1","8876","0.8","31","1.4","28.1","14.9"
"5372","205845_at","NM_021098","NM_021098","calcium channel, voltage-dependent, T type, alpha 1H subunit","CACNA1H","8912","37.6","106.7","113.4","64.7","88.6"
"5373","205846_at","NM_002837","NM_002837","protein tyrosine phosphatase, receptor type, B","PTPRB","5787","137.4","109.6","152.1","182.2","194.4"
"5374","205847_at","NM_022119","NM_022119","protease, serine, 22","PRSS22","64063","46","62.1","41.2","79.3","51.5"
"5375","205848_at","NM_005256","NM_005256","growth arrest-specific 2","GAS2","2620","20.8","12","8.7","20","1.9"
"5376","205849_s_at","NM_006294","NM_006294","ubiquinol-cytochrome c reductase binding protein","UQCRB","7381","1409","1640.4","1702","1441.7","1403.7"
"5377","205850_s_at","NM_000814","NM_000814","gamma-aminobutyric acid (GABA) A receptor, beta 3","GABRB3","2562","10.2","3.1","2.4","1.4","8.4"
"5378","205851_at","BC001808","BC001808","NME/NM23 nucleoside diphosphate kinase 6","NME6","10201","93.6","72","81.1","78.8","66.1"
"5379","205852_at","R51311","R51311","cyclin-dependent kinase 5, regulatory subunit 2 (p39)","CDK5R2","8941","10.8","5.9","7.7","6.4","2.5"
"5380","205853_at","NM_015872","NM_015872","zinc finger and BTB domain containing 7B","ZBTB7B","51043","5.4","13.5","7.1","6.5","9.2"
"5381","205854_at","AK024246","AK024246","tubby like protein 3","TULP3","7289","172.2","364.4","239.2","128.6","98"
"5382","205855_at","NM_006991","NM_006991","zinc finger protein 197","ZNF197","10168","30.5","73.7","57.4","53.9","39.2"
"5383","205856_at","NM_015865","NM_015865","solute carrier family 14 (urea transporter), member 1 (Kidd blood group)","SLC14A1","6563","17.6","6.6","7.8","6.7","15.2"
"5384","205857_at","AI269290","AI269290","solute carrier family 18 (vesicular monoamine transporter), member 2","SLC18A2","6571","32.6","56.7","19","49.2","54.7"
"5385","205858_at","NM_002507","NM_002507","nerve growth factor receptor","NGFR","4804","13.2","19.5","4.9","17.7","20"
"5386","205859_at","NM_004271","NM_004271","lymphocyte antigen 86","LY86","9450","106.4","69.4","95.7","104.6","93.4"
"5387","205860_x_at","NM_004476","NM_004476","folate hydrolase (prostate-specific membrane antigen) 1 /// folate hydrolase 1B","FOLH1 /// FOLH1B","2346 /// 219595","20.9","1.9","5","12","2.3"
